country,Year,success,internationalAttack,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
United Kingdom      ,1999,1,1,Bombardeamento             ,TargetType,Governo                  ,Politicos                                      ,Desconhecido                                           ,0,0
Greece              ,1999,1,0,Bombardeamento             ,TargetType,Governo                  ,Politicos                                      ,November 17 Revolutionary Organização (N17RO)    ,0,0
Spain               ,1999,1,0,Bombardeamento             ,TargetType,Jornalismo e Media         ,Desconhecido                                           ,Desconhecido                                           ,0,0
Spain               ,1999,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
Greece              ,1999,0,0,Bombardeamento             ,TargetType,Governo                  ,Politicos                                      ,November 17 Revolutionary Organização (N17RO)    ,0,0
Spain               ,1999,1,0,Bombardeamento             ,TargetType,Negócios                 ,Banco                                              ,Desconhecido                                           ,0,0
Germany             ,1999,1,0,Infraestrutura      ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
Greece              ,1999,1,0,Bombardeamento             ,TargetType,Governo                  ,Politicos                                      ,November 17 Revolutionary Organização (N17RO)    ,0,0
Latvia              ,1999,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Desconhecido                                           ,0,0
Spain               ,1999,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,First of October Antifascist Resistance Group,0,0
United Kingdom      ,1999,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
France              ,1999,1,1,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Corsican National Liberation Front,0,0
United Kingdom      ,1999,1,1,Bombardeamento             ,TargetType,Negócios                 ,Lojistas                                            ,Orange Volunteers (OV)                            ,0,1
